Biofluido,Experiment,Metabolite,HMDB,Concentration_ASICS,Concentration_GS,Diferenca_Absoluta,Erro_Percentual
Urina,02RCF_csv,Carnosine,HMDB00033,16021.9411146306,651.0,15370.9411146306,2361.13
Urina,02RCF_csv,Threitol,,16579.3231112409,,,
Urina,02RCF_csv,Guanidinoacetate,,17787.988140959,,,
Urina,02RCF_csv,Glutamine,HMDB00641,22149.2025223504,1095.6,21053.6025223504,1921.65
Urina,02RCF_csv,Cysteine,,23501.9391777993,,,
Urina,02RCF_csv,Taurine,HMDB00251,27915.5194276784,1589.1,26326.4194276784,1656.69
Urina,02RCF_csv,Serine,HMDB00187,31789.7987221952,1137.6,30652.1987221952,2694.46
Urina,02RCF_csv,3-Methyl-L-Histidine,,37182.8099559478,,,
Urina,02RCF_csv,Glycine,HMDB00123,81779.2290826844,3972.8,77806.4290826844,1958.48
Urina,02RCF_csv,Creatinine,HMDB00562,338374.919256005,14392.1,323982.81925600505,2251.12
Urina,03RCF_csv,Glycine,HMDB00123,0.0,1538.4,1538.4,100.0
Urina,03RCF_csv,Acetate,HMDB00042,0.0,73.4,73.4,100.0
Urina,03RCF_csv,Uridine,HMDB00296,0.0,13.0,13.0,100.0
Urina,03RCF_csv,Succinate,HMDB00254,0.0,86.9,86.9,100.0
Urina,03RCF_csv,D-Glucuronate,,1.21285670126123,,,
Urina,03RCF_csv,dAMP,,1.2962577003994,,,
Urina,03RCF_csv,NADP,,25.3087710052976,,,
Urina,03RCF_csv,Nicotinurate,,25.4814359243707,,,
Urina,03RCF_csv,Adenosine,,25.8452905086165,,,
Urina,03RCF_csv,AMP,,31.6639653934883,,,
Urina,03RCF_csv,Fumarate,,34.1274032304273,,,
Urina,03RCF_csv,Citraconate,,39.8205975150363,,,
Urina,03RCF_csv,UDP,,45.7884632772059,,,
Urina,03RCF_csv,CMP,,54.303380936412,,,
Urina,03RCF_csv,Syringate,,61.252665409328,,,
Urina,03RCF_csv,Formate,HMDB00142,71.1037683193926,312.9,241.79623168060738,77.28
Urina,03RCF_csv,IMP,,76.1298738714493,,,
Urina,03RCF_csv,Cadaverine,,80.3293925103656,,,
Urina,03RCF_csv,Glucose,HMDB00122,85.0648586653017,311.6,226.53514133469832,72.7
Urina,03RCF_csv,Tartarate,,97.8430221297051,,,
Urina,03RCF_csv,Galactose,,101.917984444614,,,
Urina,03RCF_csv,UMP,,103.304446972533,,,
Urina,03RCF_csv,Nicotinate,,112.998863015829,,,
Urina,03RCF_csv,Inosine,,113.339842810623,,,
Urina,03RCF_csv,Pantothenate,HMDB00210,128.698049294956,58.4,70.298049294956,120.37
Urina,03RCF_csv,GMP,,130.48687201082,,,
Urina,03RCF_csv,Dimethylglycine,,141.448965971639,,,
Urina,03RCF_csv,Adipate,,145.133341657028,,,
Urina,03RCF_csv,Valine,HMDB00883,149.286991416793,41.6,107.686991416793,258.86
Urina,03RCF_csv,CTP,,164.295867092849,,,
Urina,03RCF_csv,Isobutyrate,,172.155220605801,,,
Urina,03RCF_csv,Valerate,,172.216267797097,,,
Urina,03RCF_csv,Trimethylamine,,191.279989350846,,,
Urina,03RCF_csv,Methylamine,,237.605774294457,,,
Urina,03RCF_csv,2-Deoxyadenosine,,248.712340285414,,,
Urina,03RCF_csv,3-Hydroxybutyrate,HMDB00357,256.653237273178,45.1,211.55323727317798,469.08
Urina,03RCF_csv,Phosphocholine,,257.963091354206,,,
Urina,03RCF_csv,Hypoxanthine,HMDB00157,258.585339955194,22.5,236.085339955194,1049.27
Urina,03RCF_csv,Long-chain_alkane,,267.18290421727,,,
Urina,03RCF_csv,Alanine,HMDB00161,288.319817854606,219.9,68.41981785460601,31.11
Urina,03RCF_csv,Arginine,,298.941548957504,,,
Urina,03RCF_csv,Adenine,,303.641715891342,,,
Urina,03RCF_csv,Dimethylamine,HMDB00087,307.382848341018,471.9,164.51715165898196,34.86
Urina,03RCF_csv,Tyrosine,HMDB00158,324.602121241556,137.4,187.202121241556,136.25
Urina,03RCF_csv,Glutarate,,343.019775870369,,,
Urina,03RCF_csv,Homovanillate,,354.283237456493,,,
Urina,03RCF_csv,CDP,,355.103405581288,,,
Urina,03RCF_csv,Malate,,362.596369555248,,,
Urina,03RCF_csv,Sebacate,,369.760012459835,,,
Urina,03RCF_csv,Glycerophosphocholine,,376.916180319119,,,
Urina,03RCF_csv,UDPG,,388.066396592464,,,
Urina,03RCF_csv,Glutaconate,,400.02059351415,,,
Urina,03RCF_csv,Acetone,HMDB01659,404.261530932529,25.5,378.761530932529,1485.34
Urina,03RCF_csv,UTP,,427.187693577459,,,
Urina,03RCF_csv,Trigonelline,HMDB00875,428.875682174987,588.2,159.32431782501305,27.09
Urina,03RCF_csv,2-Oxoisovalerate,,454.807778375261,,,
Urina,03RCF_csv,ATP,,456.961981360015,,,
Urina,03RCF_csv,4-EthylPhenol,,496.003450321238,,,
Urina,03RCF_csv,Pyruvate,HMDB00243,519.398470977315,35.4,483.99847097731504,1367.23
Urina,03RCF_csv,Saturated_fattty_acids,,543.154191500514,,,
Urina,03RCF_csv,Maltose,,561.465294576416,,,
Urina,03RCF_csv,Benzoate,,565.003119192231,,,
Urina,03RCF_csv,2-Aminobutyrate,,599.727632404237,,,
Urina,03RCF_csv,Anserine,,605.879594869022,,,
Urina,03RCF_csv,Isovalerate,,605.929171642263,,,
Urina,03RCF_csv,Leucine,HMDB00687,609.968820124471,49.0,560.968820124471,1144.83
Urina,03RCF_csv,Acetoacetate,HMDB00060,622.20351195153,56.7,565.50351195153,997.36
Urina,03RCF_csv,alpha-Hydroxyisobutyrate,,641.896686303215,,,
Urina,03RCF_csv,N-(2-Furoyl)Glycine,,653.943924853624,,,
Urina,03RCF_csv,CholineChloride,,658.995054992967,,,
Urina,03RCF_csv,Dimethylsulfone,,665.319188352349,,,
Urina,03RCF_csv,Trans-Acotinate,,677.283029151018,,,
Urina,03RCF_csv,Isoleucine,HMDB00172,733.058910435539,16.3,716.7589104355391,4397.29
Urina,03RCF_csv,Mannose,,741.132311480182,,,
Urina,03RCF_csv,Allantoin,,752.73103782945,,,
Urina,03RCF_csv,4-HydroxyphenylAcetate,,773.001190480757,,,
Urina,03RCF_csv,Propionate,,838.421326033369,,,
Urina,03RCF_csv,Fucose,HMDB00174,855.030232614586,122.2,732.830232614586,599.7
Urina,03RCF_csv,Acetaminophen,,937.510479663213,,,
Urina,03RCF_csv,1-Methylhydantoin,,943.364159848372,,,
Urina,03RCF_csv,1-Methyl-L-Histidine,,972.020559641689,,,
Urina,03RCF_csv,GTP,,1032.71434647143,,,
Urina,03RCF_csv,Ornithine,,1045.63620885385,,,
Urina,03RCF_csv,Glycerol,,1048.72109702971,,,
Urina,03RCF_csv,S-Acetamidomethylcysteine,,1069.49198826439,,,
Urina,03RCF_csv,Glycogen,,1083.70918951896,,,
Urina,03RCF_csv,Ethylmalonate,,1088.2483331838,,,
Urina,03RCF_csv,Threonine,HMDB00167,1089.8012291698,337.5,752.3012291698001,222.9
Urina,03RCF_csv,2-HydroxyphenylAcetate,,1099.6552434477,,,
Urina,03RCF_csv,Creatine,HMDB00064,1111.8666219187,174.1,937.7666219187,538.64
Urina,03RCF_csv,4-AminoHippurate,,1127.66284940426,,,
Urina,03RCF_csv,2-Oxobutyrate,,1144.09277352646,,,
Urina,03RCF_csv,2-Deoxyguanosine,,1159.12494601279,,,
Urina,03RCF_csv,3-PhenylPropionate,,1170.07149948689,,,
Urina,03RCF_csv,Azelaic ate,,1211.83483662933,,,
Urina,03RCF_csv,Malonate,HMDB00691,1247.46122516236,396.4,851.0612251623601,214.7
Urina,03RCF_csv,Levoglucosan,,1261.35522484307,,,
Urina,03RCF_csv,Carnitine,HMDB00062,1271.02554497486,51.6,1219.42554497486,2363.23
Urina,03RCF_csv,Methylguanidine,,1276.62541788558,,,
Urina,03RCF_csv,2-Methylglutarate,,1282.85381270192,,,
Urina,03RCF_csv,Carnosine,HMDB00033,1291.29409876408,135.8,1155.49409876408,850.88
Urina,03RCF_csv,Sarcosine,,1299.09278903404,,,
Urina,03RCF_csv,2-Picolinate,,1315.24547775434,,,
Urina,03RCF_csv,Methylmalonate,,1348.87110923943,,,
Urina,03RCF_csv,Urocanate,HMDB00301,1357.4239209246,17.2,1340.2239209246,7792.0
Urina,03RCF_csv,trans-Ferulate,,1398.708336253,,,
Urina,03RCF_csv,Spermidine,,1481.26804851812,,,
Urina,03RCF_csv,5-AminoValerate,,1483.59870631292,,,
Urina,03RCF_csv,Galactitol,,1532.66752094286,,,
Urina,03RCF_csv,Quinolinate,,1541.88896853707,,,
Urina,03RCF_csv,3-Methyladipate,,1647.67175067287,,,
Urina,03RCF_csv,Xylitol,HMDB02917,1712.80506648651,148.5,1564.30506648651,1053.4
Urina,03RCF_csv,Tryptophan,HMDB00929,1802.22592769618,68.3,1733.92592769618,2538.69
Urina,03RCF_csv,Phenylalanine,,1835.18740569706,,,
Urina,03RCF_csv,Indoxylsulfate,,1855.83163687849,,,
Urina,03RCF_csv,Sorbitol,,1875.33166462119,,,
Urina,03RCF_csv,Vanillate,,2001.42819186718,,,
Urina,03RCF_csv,PropyleneGlycol,,2011.53751916178,,,
Urina,03RCF_csv,Lactate,HMDB00190,2026.75461629931,23.0,2003.75461629931,8711.98
Urina,03RCF_csv,trans-4-Hydroxy-L-Proline,,2106.15194752607,,,
Urina,03RCF_csv,O-Acetyl-L-Carnitine,,2123.9497884971,,,
Urina,03RCF_csv,Fructose,HMDB00660,2280.79088914984,338.1,1942.6908891498401,574.59
Urina,03RCF_csv,Histidine,HMDB00177,2308.59656170877,517.5,1791.09656170877,346.11
Urina,03RCF_csv,Putrescine,,2348.79282887031,,,
Urina,03RCF_csv,3-HydroxyphenylAcetate,,2358.12160257624,,,
Urina,03RCF_csv,Citrate,HMDB00094,2474.70902006229,2359.8,114.90902006228998,4.87
Urina,03RCF_csv,Phenylglyoxylate,,2511.68827561985,,,
Urina,03RCF_csv,2-Oxoglutarate,HMDB00208,2518.7342868971,175.6,2343.1342868971,1334.36
Urina,03RCF_csv,2-Propanol,,2541.13151886869,,,
Urina,03RCF_csv,N-Acetylglycine,,2617.82545809319,,,
Urina,03RCF_csv,N-Acetyl-L-Aspartate,,2749.93795471045,,,
Urina,03RCF_csv,Glutathione-oxidized,,2840.41731681299,,,
Urina,03RCF_csv,Citrulline,,2845.31793383742,,,
Urina,03RCF_csv,Asparagine,HMDB00168,2913.14341155778,165.2,2747.94341155778,1663.4
Urina,03RCF_csv,Guanidinoacetate,,3017.29281178147,,,
Urina,03RCF_csv,Glutamine,HMDB00641,3213.05849669047,510.1,2702.95849669047,529.89
Urina,03RCF_csv,Myo-Inositol,,3301.54194460936,,,
Urina,03RCF_csv,Dihydrothymine,,3455.85610298987,,,
Urina,03RCF_csv,Methionine,HMDB00696,3565.29396818035,44.3,3520.99396818035,7948.07
Urina,03RCF_csv,Pyroglutamate,HMDB00267,3593.22732530511,237.5,3355.72732530511,1412.94
Urina,03RCF_csv,Ethanolamine,HMDB00149,3613.77357007986,468.9,3144.8735700798597,670.69
Urina,03RCF_csv,Lysine,HMDB00182,3684.91459921164,145.8,3539.11459921164,2427.38
Urina,03RCF_csv,Lactose,,3874.80673972288,,,
Urina,03RCF_csv,2-AminoAdipate,,4006.72121364181,,,
Urina,03RCF_csv,Cystine,,4174.15945251234,,,
Urina,03RCF_csv,Aspartate,,4284.28269163807,,,
Urina,03RCF_csv,Hippurate,HMDB00714,4475.80877759257,1676.6,2799.2087775925697,166.96
Urina,03RCF_csv,Beta-Alanine,,4711.32878874357,,,
Urina,03RCF_csv,Cysteine,,4764.91849186493,,,
Urina,03RCF_csv,GABA,,4907.47394571275,,,
Urina,03RCF_csv,Saccarate,,5454.56508114008,,,
Urina,03RCF_csv,Glutamate,,5514.1843560536,,,
Urina,03RCF_csv,Glucose-6-Phosphate,,5614.95691972063,,,
Urina,03RCF_csv,Phenethylamine,,5763.04254927206,,,
Urina,03RCF_csv,Betaine,HMDB00043,6275.78050515882,162.0,6113.78050515882,3773.94
Urina,03RCF_csv,Arabitol,,6447.04184113836,,,
Urina,03RCF_csv,"1,3-Diaminopropane",,6507.10353402404,,,
Urina,03RCF_csv,D-Gluconate,,6739.46874421063,,,
Urina,03RCF_csv,Uracil,HMDB00300,6858.95263564217,92.1,6766.85263564217,7347.29
Urina,03RCF_csv,Isocitrate,,7052.6226510673,,,
Urina,03RCF_csv,Threitol,,7056.791570525,,,
Urina,03RCF_csv,2-Deoxycytidine,,7175.18160099008,,,
Urina,03RCF_csv,Proline,,7447.05752700975,,,
Urina,03RCF_csv,Serine,HMDB00187,8017.01195208643,606.9,7410.11195208643,1220.98
Urina,03RCF_csv,3-Methylxanthine,,8200.40154766399,,,
Urina,03RCF_csv,Threonate,,8824.28856917539,,,
Urina,03RCF_csv,Cytosine,,10429.7105991447,,,
Urina,03RCF_csv,Glycolate,HMDB00115,11290.4686787848,498.1,10792.3686787848,2166.71
Urina,03RCF_csv,Taurine,HMDB00251,16645.95208275,1277.3,15368.652082749999,1203.21
Urina,03RCF_csv,Creatinine,HMDB00562,127646.832917817,13319.9,114326.932917817,858.32
Urina,04RCF_csv,Glycine,HMDB00123,0.0,320.8,320.8,100.0
Urina,04RCF_csv,Uridine,HMDB00296,0.0,5.9,5.9,100.0
Urina,04RCF_csv,Succinate,HMDB00254,0.0,7.4,7.4,100.0
Urina,04RCF_csv,NAD,,0.0376104353889104,,,
Urina,04RCF_csv,NADP,,0.040502714341454,,,
Urina,04RCF_csv,Nicotinurate,,0.0578655331914058,,,
Urina,04RCF_csv,GDP,,0.693622971922685,,,
Urina,04RCF_csv,Formate,HMDB00142,0.913469533320465,58.8,57.88653046667953,98.45
Urina,04RCF_csv,Alanine,HMDB00161,2.82397546398467,81.9,79.07602453601534,96.55
Urina,04RCF_csv,Fumarate,,3.15737268390424,,,
Urina,04RCF_csv,Trimethylamine,,3.33477835494608,,,
Urina,04RCF_csv,Acetate,HMDB00042,3.36056986758518,23.4,20.039430132414818,85.64
Urina,04RCF_csv,Tartarate,,3.37727878706,,,
Urina,04RCF_csv,Adenosine,,3.39885702585362,,,
Urina,04RCF_csv,Acetoacetate,HMDB00060,5.96948753519287,25.3,19.330512464807132,76.41
Urina,04RCF_csv,AMP,,6.22032004377874,,,
Urina,04RCF_csv,CTP,,6.47341102583785,,,
Urina,04RCF_csv,4-EthylPhenol,,9.22544668598749,,,
Urina,04RCF_csv,Dimethylglycine,,10.1371649854447,,,
Urina,04RCF_csv,Pyruvate,HMDB00243,10.6291883273985,34.7,24.0708116726015,69.37
Urina,04RCF_csv,Homovanillate,,10.8023056742785,,,
Urina,04RCF_csv,Isobutyrate,,11.0264191813294,,,
Urina,04RCF_csv,Ascorbate,,11.508436066258,,,
Urina,04RCF_csv,Hypoxanthine,HMDB00157,11.6478266584259,20.2,8.552173341574099,42.34
Urina,04RCF_csv,Leucine,HMDB00687,12.0141374747753,12.2,0.18586252522469948,1.52
Urina,04RCF_csv,CDP,,12.0160183150417,,,
Urina,04RCF_csv,Dimethylamine,HMDB00087,12.6618655833243,300.6,287.9381344166757,95.79
Urina,04RCF_csv,2-Deoxyadenosine,,13.9802967807981,,,
Urina,04RCF_csv,Acetone,HMDB01659,19.7682898035141,24.6,4.831710196485901,19.64
Urina,04RCF_csv,Phosphocholine,,19.9065871402165,,,
Urina,04RCF_csv,Inosine,,21.3698472165612,,,
Urina,04RCF_csv,Valine,HMDB00883,22.3928054345691,28.2,5.807194565430898,20.59
Urina,04RCF_csv,Lysine,HMDB00182,22.3981732617331,38.6,16.201826738266902,41.97
Urina,04RCF_csv,IMP,,24.0495691731532,,,
Urina,04RCF_csv,Long-chain_alkane,,24.2426407425272,,,
Urina,04RCF_csv,Saturated_fattty_acids,,24.593178610865,,,
Urina,04RCF_csv,1-Methylhydantoin,,25.1775016128462,,,
Urina,04RCF_csv,2-Aminobutyrate,,25.4615154860882,,,
Urina,04RCF_csv,Adenine,,27.1009791087322,,,
Urina,04RCF_csv,Citraconate,,27.7373231836269,,,
Urina,04RCF_csv,Nicotinate,,29.302827073384,,,
Urina,04RCF_csv,Methionine,HMDB00696,29.3332897912839,6.6,22.7332897912839,344.44
Urina,04RCF_csv,dAMP,,29.509068904579,,,
Urina,04RCF_csv,Trigonelline,HMDB00875,30.873057583862,231.3,200.42694241613802,86.65
Urina,04RCF_csv,Glycerophosphocholine,,31.0893472410149,,,
Urina,04RCF_csv,Fucose,HMDB00174,34.1199884023317,67.4,33.280011597668306,49.38
Urina,04RCF_csv,TMAO,,34.1644990532157,,,
Urina,04RCF_csv,Sebacate,,34.8938168173705,,,
Urina,04RCF_csv,Benzoate,,36.5037836375843,,,
Urina,04RCF_csv,Betaine,HMDB00043,37.0368295012837,56.3,19.2631704987163,34.22
Urina,04RCF_csv,Valerate,,37.2417763394996,,,
Urina,04RCF_csv,Methylamine,,37.7380589666426,,,
Urina,04RCF_csv,Glutathione-oxidized,,38.7088492579953,,,
Urina,04RCF_csv,Hypotaurine,,40.7962977684641,,,
Urina,04RCF_csv,Maltose,,42.0073514085676,,,
Urina,04RCF_csv,Methylguanidine,,43.0645456005033,,,
Urina,04RCF_csv,4-HydroxyphenylAcetate,,44.1892338721839,,,
Urina,04RCF_csv,2-HydroxyphenylAcetate,,44.6240540764095,,,
Urina,04RCF_csv,Sarcosine,,44.8348876994141,,,
Urina,04RCF_csv,GMP,,46.6669021281047,,,
Urina,04RCF_csv,Putrescine,,46.6766019328859,,,
Urina,04RCF_csv,Ethylmalonate,,49.478559871376,,,
Urina,04RCF_csv,O-Acetyl-L-Carnitine,,50.9962022775798,,,
Urina,04RCF_csv,Beta-Alanine,,52.9510112056645,,,
Urina,04RCF_csv,Acetaminophen,,53.3911549178142,,,
Urina,04RCF_csv,Trans-Acotinate,,53.4841176814808,,,
Urina,04RCF_csv,Isovalerate,,53.6347087635182,,,
Urina,04RCF_csv,Pantothenate,HMDB00210,55.3392677826905,34.6,20.739267782690497,59.94
Urina,04RCF_csv,CMP,,56.5346859554439,,,
Urina,04RCF_csv,1-Methyl-L-Histidine,,56.6996832239732,,,
Urina,04RCF_csv,alpha-Hydroxyisobutyrate,,59.6833496382385,,,
Urina,04RCF_csv,Allantoin,,60.7573888683076,,,
Urina,04RCF_csv,3-Methylxanthine,,62.3360664963782,,,
Urina,04RCF_csv,Dimethylsulfone,,63.521395194695,,,
Urina,04RCF_csv,Tyrosine,HMDB00158,67.1107289713114,71.3,4.189271028688594,5.88
Urina,04RCF_csv,Threonine,HMDB00167,67.6387418546609,98.1,30.461258145339087,31.05
Urina,04RCF_csv,D-Glucuronate,,68.7203659588686,,,
Urina,04RCF_csv,2-Oxoisovalerate,,70.4656871194354,,,
Urina,04RCF_csv,Levoglucosan,,71.2827754924073,,,
Urina,04RCF_csv,Isoleucine,HMDB00172,73.7538909870858,10.1,63.653890987085795,630.24
Urina,04RCF_csv,Anserine,,75.7528778750981,,,
Urina,04RCF_csv,Urocanate,HMDB00301,77.7282434526684,0.0,77.7282434526684,
Urina,04RCF_csv,7-Methylxanthine,,77.959835716722,,,
Urina,04RCF_csv,UDPG,,80.4365415667796,,,
Urina,04RCF_csv,Pyrocatechol,,82.5710045532694,,,
Urina,04RCF_csv,UDP,,86.0154072250282,,,
Urina,04RCF_csv,Syringate,,87.1362362297376,,,
Urina,04RCF_csv,ATP,,87.7294861965549,,,
Urina,04RCF_csv,Methylmalonate,,89.6349494834422,,,
Urina,04RCF_csv,GTP,,91.4375480344226,,,
Urina,04RCF_csv,S-Acetamidomethylcysteine,,91.6258920543267,,,
Urina,04RCF_csv,UMP,,93.1922472123778,,,
Urina,04RCF_csv,Glutaconate,,93.8939752665931,,,
Urina,04RCF_csv,Carnitine,HMDB00062,96.1359435443672,64.4,31.73594354436719,49.28
Urina,04RCF_csv,UTP,,96.5589365592308,,,
Urina,04RCF_csv,4-AminoHippurate,,100.500098749443,,,
Urina,04RCF_csv,Argininosuccinate,,105.17638082107,,,
Urina,04RCF_csv,Pyroglutamate,HMDB00267,111.467922359188,147.1,35.632077640812,24.22
Urina,04RCF_csv,2-Methylglutarate,,111.5655448135,,,
Urina,04RCF_csv,Glutamine,HMDB00641,116.08486518749,273.9,157.81513481251,57.62
Urina,04RCF_csv,Quinolinate,,118.033999185938,,,
Urina,04RCF_csv,N-(2-Furoyl)Glycine,,118.44963132445,,,
Urina,04RCF_csv,3-HydroxyphenylAcetate,,120.682075346088,,,
Urina,04RCF_csv,Galactose,,128.04470311279,,,
Urina,04RCF_csv,Lactate,HMDB00190,131.776009275512,10.6,121.176009275512,1143.17
Urina,04RCF_csv,Indoxylsulfate,,134.977386156759,,,
Urina,04RCF_csv,2-Oxobutyrate,,140.507023596199,,,
Urina,04RCF_csv,trans-Ferulate,,140.669294834107,,,
Urina,04RCF_csv,2-Picolinate,,140.942783495415,,,
Urina,04RCF_csv,5-AminoValerate,,142.358672878351,,,
Urina,04RCF_csv,3-PhenylPropionate,,144.880778399785,,,
Urina,04RCF_csv,Phenylalanine,,147.920349998397,,,
Urina,04RCF_csv,DehydroAscorbate,,149.246808143556,,,
Urina,04RCF_csv,Vanillate,,152.121104351751,,,
Urina,04RCF_csv,Malate,,155.381726546895,,,
Urina,04RCF_csv,Aspartate,,159.898920352321,,,
Urina,04RCF_csv,CholineChloride,,164.658760936415,,,
Urina,04RCF_csv,PropyleneGlycol,,167.625023055999,,,
Urina,04RCF_csv,Tryptophan,HMDB00929,168.313732165923,34.5,133.813732165923,387.87
Urina,04RCF_csv,Mannose,,173.75634199296,,,
Urina,04RCF_csv,Galactitol,,175.776691513776,,,
Urina,04RCF_csv,3-Methyladipate,,180.958809917228,,,
Urina,04RCF_csv,3-Hydroxybutyrate,HMDB00357,185.302188051151,19.5,165.802188051151,850.27
Urina,04RCF_csv,Carnosine,HMDB00033,188.748035645406,42.4,146.348035645406,345.16
Urina,04RCF_csv,Glycogen,,199.906571014716,,,
Urina,04RCF_csv,Glucose-6-Phosphate,,210.689991527453,,,
Urina,04RCF_csv,Citrate,HMDB00094,223.418196213954,131.6,91.818196213954,69.77
Urina,04RCF_csv,Glucose,HMDB00122,223.482157259534,177.1,46.38215725953401,26.19
Urina,04RCF_csv,2-Propanol,,224.860421390795,,,
Urina,04RCF_csv,trans-4-Hydroxy-L-Proline,,228.89294942317,,,
Urina,04RCF_csv,Ornithine,,241.515152673792,,,
Urina,04RCF_csv,2-Deoxyguanosine,,249.837699829408,,,
Urina,04RCF_csv,Xylitol,HMDB02917,266.468175644146,132.0,134.46817564414602,101.87
Urina,04RCF_csv,GABA,,276.373325001255,,,
Urina,04RCF_csv,Glutamate,,278.056229935124,,,
Urina,04RCF_csv,Glycerol,,284.110467989196,,,
Urina,04RCF_csv,Phenylglyoxylate,,301.367969254479,,,
Urina,04RCF_csv,Histidine,HMDB00177,311.479270112138,412.4,100.92072988786197,24.47
Urina,04RCF_csv,2-AminoAdipate,,318.192780267615,,,
Urina,04RCF_csv,2-Oxoglutarate,HMDB00208,321.245496173331,53.7,267.545496173331,498.22
Urina,04RCF_csv,Ethanolamine,HMDB00149,339.054248174686,298.9,40.15424817468602,13.43
Urina,04RCF_csv,Arabitol,,339.544905214968,,,
Urina,04RCF_csv,Creatinine,HMDB00562,347.580979498714,12524.0,12176.419020501286,97.22
Urina,04RCF_csv,Sorbitol,,369.297120593264,,,
Urina,04RCF_csv,Phenethylamine,,375.59954462356,,,
Urina,04RCF_csv,N-Acetylglycine,,400.015755457834,,,
Urina,04RCF_csv,Saccarate,,402.163132798539,,,
Urina,04RCF_csv,Asparagine,HMDB00168,411.706768826472,112.8,298.906768826472,264.99
Urina,04RCF_csv,N-Acetyl-L-Aspartate,,412.350233860506,,,
Urina,04RCF_csv,Isocitrate,,419.111971800778,,,
Urina,04RCF_csv,Citrulline,,426.201300568259,,,
Urina,04RCF_csv,"1,3-Diaminopropane",,432.241030482496,,,
Urina,04RCF_csv,Lactose,,456.716890505233,,,
Urina,04RCF_csv,Serine,HMDB00187,486.276509307543,399.9,86.37650930754302,21.6
Urina,04RCF_csv,Fructose,HMDB00660,489.300457358812,184.6,304.70045735881206,165.06
Urina,04RCF_csv,Malonate,HMDB00691,495.9443148138,308.3,187.6443148138,60.86
Urina,04RCF_csv,Myo-Inositol,,544.083428111835,,,
Urina,04RCF_csv,Cystine,,558.632735689887,,,
Urina,04RCF_csv,Dihydrothymine,,558.935044477809,,,
Urina,04RCF_csv,D-Gluconate,,572.199842639085,,,
Urina,04RCF_csv,Taurine,HMDB00251,580.788359361578,354.4,226.38835936157807,63.88
Urina,04RCF_csv,Proline,,661.207353370059,,,
Urina,04RCF_csv,3-Methyl-L-Histidine,,667.25738581643,,,
Urina,04RCF_csv,2-Deoxycytidine,,691.514704451838,,,
Urina,04RCF_csv,Threonate,,805.327949230049,,,
Urina,04RCF_csv,Hippurate,HMDB00714,878.80770231517,2053.8,1174.9922976848302,57.21
Urina,04RCF_csv,Cysteine,,891.642157891299,,,
Urina,04RCF_csv,Threitol,,950.203244347798,,,
Urina,04RCF_csv,Creatine,HMDB00064,1303.19299435412,112.3,1190.89299435412,1060.46
Urina,04RCF_csv,Uracil,HMDB00300,1468.19688621315,71.1,1397.0968862131501,1964.97
Urina,04RCF_csv,Cytosine,,2089.27062576867,,,
Urina,04RCF_csv,Glycolate,HMDB00115,2462.34384200255,255.1,2207.24384200255,865.25
Urina,05RCF_csv,Glycine,HMDB00123,0.0,661.6,661.6,100.0
Urina,05RCF_csv,Formate,HMDB00142,0.0,167.4,167.4,100.0
Urina,05RCF_csv,Methionine,HMDB00696,0.0,16.9,16.9,100.0
Urina,05RCF_csv,Acetate,HMDB00042,0.0,58.6,58.6,100.0
Urina,05RCF_csv,Succinate,HMDB00254,0.0,13.8,13.8,100.0
Urina,05RCF_csv,Malonate,HMDB00691,0.0,289.3,289.3,100.0
Urina,05RCF_csv,NAD,,0.0345281718186784,,,
Urina,05RCF_csv,NADP,,0.0372646938389646,,,
Urina,05RCF_csv,Nicotinate,,0.0716121201153916,,,
Urina,05RCF_csv,Nicotinurate,,0.129164050607797,,,
Urina,05RCF_csv,AMP,,1.8445895119109,,,
Urina,05RCF_csv,Mandelate,,2.65416761663598,,,
Urina,05RCF_csv,Fumarate,,8.35059348426033,,,
Urina,05RCF_csv,Glutaconate,,25.0940184261436,,,
Urina,05RCF_csv,2-Deoxyadenosine,,58.2650259314814,,,
Urina,05RCF_csv,Trimethylamine,,66.393769956266,,,
Urina,05RCF_csv,IMP,,102.052682228424,,,
Urina,05RCF_csv,Isobutyrate,,124.982480574848,,,
Urina,05RCF_csv,Acetaminophen,,146.135477857607,,,
Urina,05RCF_csv,GDP,,148.003473588889,,,
Urina,05RCF_csv,Kynurenate,,156.628383311751,,,
Urina,05RCF_csv,UDP,,166.303430523291,,,
Urina,05RCF_csv,Adenosine,,204.192877830561,,,
Urina,05RCF_csv,Sebacate,,240.095420208736,,,
Urina,05RCF_csv,CTP,,257.008126650508,,,
Urina,05RCF_csv,Dimethylglycine,,260.216317288824,,,
Urina,05RCF_csv,Acetone,HMDB01659,264.232235471826,21.0,243.23223547182602,1158.25
Urina,05RCF_csv,Levulinate,,289.241870272022,,,
Urina,05RCF_csv,Hypoxanthine,HMDB00157,294.730719465521,43.2,251.53071946552103,582.25
Urina,05RCF_csv,Pyruvate,HMDB00243,314.779352901801,25.6,289.179352901801,1129.61
Urina,05RCF_csv,Citraconate,,320.973292681934,,,
Urina,05RCF_csv,Valine,HMDB00883,346.527688081548,28.4,318.127688081548,1120.17
Urina,05RCF_csv,Long-chain_alkane,,346.836767018317,,,
Urina,05RCF_csv,ATP,,358.722487631486,,,
Urina,05RCF_csv,2-HydroxyphenylAcetate,,409.140420342011,,,
